customer_id,feedback_text,age,gender,location,product,subscription_type,purchase_count,service_calls,device_count,churn,sentiment_score,sentiment_label,behavior_cluster
CUST0156,Will definitely recommend to others.,24,Female,Mumbai,Laptop,Annual,3,10,2,1,0.6369,positive,0
CUST0157,Fast delivery and great packaging.,20,Male,Bangalore,Internet,Annual,45,10,5,0,0.6249,positive,0
CUST0158,The interface is clean and modern.,58,Female,Mumbai,Tablet,Monthly,38,9,3,1,0.4019,positive,0
CUST0159,"Terrible customer service, I want a refund.",23,Female,Chennai,Tablet,Quarterly,17,2,1,0,-0.4215,negative,1
CUST0160,The app is buggy and slow.,44,Male,Mumbai,Smartwatch,Annual,34,5,4,1,0.0,neutral,1
CUST0161,I faced issues with login and payment.,48,Other,Delhi,Smartwatch,Quarterly,15,12,4,1,0.0,neutral,2
CUST0162,The subscription is too expensive.,40,Male,Chennai,TV,Quarterly,32,8,5,0,0.0,neutral,2
CUST0163,Too many ads and popups.,37,Female,Bangalore,TV,Monthly,26,9,1,0,0.0,neutral,1
CUST0164,I faced issues with login and payment.,20,Male,Bangalore,Laptop,Quarterly,41,2,4,1,0.0,neutral,1
CUST0165,Lost my data after update – disappointed!,43,Other,Chennai,TV,Monthly,30,0,4,1,-0.69,negative,1
CUST0166,I faced issues with login and payment.,28,Female,Mumbai,Laptop,Monthly,17,4,4,0,0.0,neutral,2
CUST0167,The customer support was helpful and responsive.,31,Female,Pune,Router,Quarterly,12,12,1,1,0.7906,positive,0
CUST0168,Product quality is excellent.,60,Other,Pune,Router,Annual,43,5,3,1,0.5719,positive,0
CUST0169,Too many ads and popups.,42,Male,Hyderabad,Mobile,Quarterly,16,12,5,1,0.0,neutral,2
CUST0170,Highly reliable and easy to use.,35,Male,Pune,Smartwatch,Quarterly,30,10,5,0,0.4877,positive,2
CUST0171,Highly reliable and easy to use.,25,Male,Pune,Laptop,Monthly,21,14,5,1,0.4877,positive,0
CUST0172,The app is buggy and slow.,27,Female,Chennai,Mobile,Monthly,5,5,3,0,0.0,neutral,2
CUST0173,I faced issues with login and payment.,31,Female,Pune,Smartwatch,Quarterly,22,7,5,0,0.0,neutral,2
CUST0174,Fast delivery and great packaging.,31,Female,Chennai,Tablet,Monthly,6,10,4,0,0.6249,positive,2
CUST0175,Love the loyalty rewards feature.,32,Other,Chennai,Internet,Quarterly,21,11,1,1,0.8957,positive,0
CUST0176,Lost my data after update – disappointed!,49,Other,Delhi,Tablet,Annual,43,13,4,1,-0.69,negative,1
CUST0177,I faced issues with login and payment.,56,Male,Mumbai,Router,Quarterly,15,12,2,0,0.0,neutral,0
CUST0178,I faced issues with login and payment.,46,Female,Chennai,Mobile,Annual,13,14,2,1,0.0,neutral,0
CUST0179,Will definitely recommend to others.,30,Other,Hyderabad,Router,Annual,38,11,1,0,0.6369,positive,0
CUST0180,I had a bad experience with support.,63,Female,Bangalore,TV,Quarterly,44,12,4,1,-0.2023,negative,1
CUST0181,Too many ads and popups.,34,Female,Hyderabad,Router,Annual,5,1,3,1,0.0,neutral,2
CUST0182,Highly reliable and easy to use.,30,Male,Delhi,Mobile,Monthly,40,14,1,1,0.4877,positive,0
CUST0183,Lost my data after update – disappointed!,54,Female,Bangalore,Laptop,Annual,33,14,2,1,-0.69,negative,1
CUST0184,Support team didn’t respond at all.,51,Male,Bangalore,Smartwatch,Annual,38,6,1,0,0.4019,positive,1
CUST0185,Not happy with the service recently.,34,Other,Hyderabad,Tablet,Annual,30,6,3,1,-0.4585,negative,1
CUST0186,"Terrible customer service, I want a refund.",27,Other,Mumbai,TV,Quarterly,43,6,3,0,-0.4215,negative,1
CUST0187,Product quality is excellent.,31,Male,Pune,Smartwatch,Quarterly,45,14,2,0,0.5719,positive,0
CUST0188,Love the loyalty rewards feature.,52,Male,Mumbai,TV,Quarterly,22,6,3,1,0.8957,positive,0
CUST0189,I faced issues with login and payment.,61,Male,Pune,Router,Annual,45,13,5,1,0.0,neutral,0
CUST0190,Highly reliable and easy to use.,24,Male,Delhi,Smartwatch,Monthly,18,5,5,1,0.4877,positive,2
CUST0191,The customer support was helpful and responsive.,31,Other,Mumbai,Internet,Annual,42,9,2,1,0.7906,positive,0
CUST0192,I love the new update!,56,Female,Hyderabad,Tablet,Annual,21,13,2,1,0.6696,positive,0
CUST0193,I faced issues with login and payment.,52,Other,Delhi,Laptop,Annual,8,3,5,1,0.0,neutral,2
CUST0194,The subscription is too expensive.,51,Female,Mumbai,Mobile,Annual,40,8,2,1,0.0,neutral,1
CUST0195,I had a bad experience with support.,64,Other,Pune,TV,Monthly,45,0,2,1,-0.2023,negative,1
CUST0196,The app is buggy and slow.,45,Female,Delhi,Laptop,Annual,27,13,4,0,0.0,neutral,0
CUST0197,Super smooth user experience.,27,Male,Delhi,Router,Monthly,23,8,3,1,0.5994,positive,0
CUST0198,Super smooth user experience.,56,Other,Mumbai,Tablet,Annual,34,8,1,1,0.5994,positive,0
CUST0199,Very satisfied with my purchase.,40,Male,Hyderabad,Laptop,Monthly,15,6,3,0,0.4754,positive,2
CUST0200,Support team didn’t respond at all.,59,Male,Mumbai,Router,Quarterly,14,7,4,0,0.4019,positive,2
